NORMAL,SYSNEX 로그인!,24/03/21,17:28:41,O
NORMAL,SYSNEX 로그아웃!,24/03/21,17:46:31,O
NORMAL,SYSNEX 로그인!,24/03/21,17:46:46,O
NORMAL,SYSNEX 로그아웃!,24/03/21,17:52:02,O
NORMAL,Admin 로그인!,24/03/21,17:52:19,O
WARNING,E01 편차에러!,24/03/21,17:52:44,O
WARNING,E02 편차에러!,24/03/21,17:52:44,O
WARNING,E03 편차에러!,24/03/21,17:52:44,O
WARNING,E04 편차에러!,24/03/21,17:52:44,O
WARNING,E05 편차에러!,24/03/21,17:52:44,O
WARNING,E06 편차에러!,24/03/21,17:52:44,O
WARNING,E07 편차에러!,24/03/21,17:52:44,O
WARNING,E01 편차에러!,24/03/21,17:52:48,X
WARNING,E02 편차에러!,24/03/21,17:52:48,X
WARNING,E03 편차에러!,24/03/21,17:52:48,X
WARNING,E04 편차에러!,24/03/21,17:52:48,X
WARNING,E05 편차에러!,24/03/21,17:52:48,X
WARNING,E06 편차에러!,24/03/21,17:52:48,X
WARNING,E07 편차에러!,24/03/21,17:52:48,X
WARNING,E01 편차에러!,24/03/21,17:52:49,O
WARNING,E02 편차에러!,24/03/21,17:52:49,O
WARNING,E03 편차에러!,24/03/21,17:52:49,O
WARNING,E04 편차에러!,24/03/21,17:52:49,O
WARNING,E05 편차에러!,24/03/21,17:52:49,O
WARNING,E06 편차에러!,24/03/21,17:52:49,O
WARNING,E07 편차에러!,24/03/21,17:52:49,O
WARNING,E01 편차에러!,24/03/21,17:53:20,X
WARNING,E02 편차에러!,24/03/21,17:53:20,X
WARNING,E03 편차에러!,24/03/21,17:53:20,X
WARNING,E04 편차에러!,24/03/21,17:53:20,X
WARNING,E05 편차에러!,24/03/21,17:53:20,X
WARNING,E06 편차에러!,24/03/21,17:53:20,X
WARNING,E07 편차에러!,24/03/21,17:53:20,X
SYSTEM,Admin-프로그램 종료,24/03/21,18:06:53,O
